X,Y,COUNTRY,STATE,NAME,PRODUCT,SIC,SIC2,SIC3,SIC4,NAICS,NAICS DESCR,WEB,LONGITUDE,LATITUDE,GlobalID
-87.7969387,42.7121864,United States of America,,RIDGEWAY MFG. CORP.,INDUSTRIAL METAL HARDWARE,3429,3492,3462,3463,332510,HARDWARE MANUFACTURING,WWW.RIDGEWAYCORP.COM,-87.7969387,42.7121864,2df83f60-552a-47be-90da-6752b1365943
-87.8952827,42.715666,United States of America,,POWDER FINISHERS,ELECTROSTATIC POWDER COATING,3479,N/A,N/A,N/A,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",WWW.POWDERFINISHERS.COM,-87.8952827,42.715666,e2e7e389-b1b0-4b2a-85ff-14a271a4831b
-87.7986606,42.7072728,United States of America,,"PETERSEN MACHINE CO., INC.","AVIONIC, AUTOMOTIVE, COMPUTER, COMMUNICATION, AGRICULTURAL, MILITARY, NC & CNC PRECISION MACHINING JOB SHOP",3599,3714,N/A,N/A,332710,MACHINE SHOPS,WWW.PETERSENMACHINECO.COM,-87.7986606,42.7072728,dd6206c9-758e-48e5-bd3b-96497558361e
-87.8008418,42.7073103,United States of America,,WISCONSIN METAL PRODUCTS CO.,METAL STAMPINGS,3469,N/A,N/A,N/A,332116,METAL STAMPING,WWW.WMPCO.COM,-87.8008418,42.7073103,38b66fa6-bad3-4072-8c0f-42077fc064ea
-87.791584,42.7188705,United States of America,,"WISCONSIN PLATING WORKS OF RACINE, INC.","METAL FINISHING, INCLUDING TIN, ZINC, COPPER, NICKEL, CHROME, ZINC/NICKEL, ZINC/COBALT, PHOSPHATE, BLACK OXIDE, VAPOR",3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.WISPLATE.COM,-87.791584,42.7188705,b4616f65-6cff-4656-8d6b-7bf18d48b760
-87.8953959,43.0039299,United States of America,,WROUGHT WASHER MFG. CO.,METAL STAMPINGS & WASHERS,3469,3452,N/A,N/A,332116,METAL STAMPING,WWW.WROUGHTWASHER.COM,-87.8953959,43.0039299,8a3e4079-6fc0-4c4e-a268-ebcd283d7b56
-87.8097417,42.7851275,United States of America,,"WISCON PRODUCTS, INC.","SCREW MACHINE PARTS, FINE & MEDIUM PITCH GEARS & MULTIPLE SPINDLE CNC SCREW MACHINES, INCLUDING CNC MACHINING",3451,3599,N/A,N/A,332710,MACHINE SHOPS,WWW.WISCONPRODUCTS.COM,-87.8097417,42.7851275,7ad52448-3ae2-4f60-8ae9-70cc98e57eda
-88.8256866,41.14249,United States of America,,ANCHOR GLASS CONTAINER CORP.,REBUILT GLASS FORMING EQUIPMENT,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.ANCHORGLASS.COM,-88.8256866,41.14249,821791af-5c23-48a2-9f2c-e0137ca2b7ee
-88.9465926,40.1445062,United States of America,,"MCELROY METAL, INC.",STEEL ROOFING & SIDING PANELS,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.MCELROYMETAL.COM,-88.9465926,40.1445062,1402dbea-dfd2-4df9-be5a-a762e6248cc9
-88.8924549,40.5665998,United States of America,,ALEXANDER MFG. CO.,POCKET TOOLS,3423,N/A,N/A,N/A,332212,HAND AND EDGE TOOL MANUFACTURING,WWW.ALEXANDERMC.COM,-88.8924549,40.5665998,00bbe903-856f-446d-afc7-b24119b17ef4
-88.8256833,41.1395653,United States of America,,STREATOR DEPENDABLE MFG. CO.,MATERIAL HANDLING EQUIPMENT,3537,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.STREATORDEPENDABLE.COM,-88.8256833,41.1395653,64fb7743-1e7c-4248-a8f4-c4995322724c
-88.8298697,41.1234401,United States of America,,"STREATOR UNLIMITED, INC.","PLASTIC & STAINLESS STEEL ENGRAVING, PALLETS, STEEL POWDER COATING & METAL FABRICATION",3555,N/A,N/A,N/A,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",WWW.STREATORUNLIMITED.ORG,-88.8298697,41.1234401,0a736488-7b87-4da1-beda-c302f2f24df9
-88.8246175,41.0996806,United States of America,,"VACTOR MFG., INC.","SEWER CLEANERS, INDUSTRIAL LOADERS, & VACUUM STREET, RECIRCULATING AIR & BROOM SWEEPERS",3589,3711,N/A,N/A,332710,MACHINE SHOPS,WWW.VACTOR.COM,-88.8246175,41.0996806,849ee17d-c7b1-4327-9232-5ade720071ce
-88.6441327,40.8837364,United States of America,,"INTERLAKE MATERIAL HANDLING, INC.","PALLET RACKS, SLOTTED ANGLES & ANGLE KITS",2542,N/A,N/A,N/A,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,WWW.INTERLAKE.COM,-88.6441327,40.8837364,3d48ec72-821b-4343-ad62-0dcd91b02fd2
-89.0046498,40.4846147,United States of America,,"HERITAGE MACHINE & WELDING, INC.",WELDING & GENERAL MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.HMWINET.COM,-89.0046498,40.4846147,d385e26e-9098-428a-b6c4-0d22917de23a
-89.0325551,40.8934144,United States of America,,"DURRE BROS. WELDING & MACHINE SHOP, INC.",GENERAL MACHINING & WELDING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.DURREBROS.COM,-89.0325551,40.8934144,595e552d-6970-4dfd-a99a-6deef5055027
-88.9942617,40.5428355,United States of America,,"WHITE, INC., R. B.","SHEET METAL STAMPINGS, STORE FIXTURES & ELECTRONIC ENCLOSURES",3469,2542,N/A,N/A,332116,METAL STAMPING,WWW.RBWHITE.COM,-88.9942617,40.5428355,bcfa0215-5061-4472-974f-4718217e3366
-88.5343006,40.743732,United States of America,,"TECHNICAL METALS, INC.",CORPORATE HEADQUARTERS & METAL STAMPINGS & CNC MACHINING JOB SHOP,3599,3469,N/A,N/A,332710,MACHINE SHOPS,WWW.TECHNICAL-METALS.COM,-88.5343006,40.743732,b2144b23-394f-4420-adc9-c268c1eeaa1d
-88.2642014,40.8777453,United States of America,,RKO SAW,CARBIDE-TIPPED & DIAMOND-TIPPED SAWBLADES,3425,N/A,N/A,N/A,332213,SAW BLADE AND HANDSAW MANUFACTURING,WWW.RKOSAW.COM,-88.2642014,40.8777453,97189bc6-2322-4711-9733-2519ff1ebe43
-88.2305923,40.1430194,United States of America,,"CLIFFORD-JACOBS FORGING CO., INC.","CARBON, ALLOY & STAINLESS FORGINGS",3462,3463,N/A,N/A,332111,IRON AND STEEL FORGING,WWW.CLIFFORD-JACOBS.COM,-88.2305923,40.1430194,7c2bf68d-35bc-4e20-adcf-0b72de77237c
-88.3553243,40.3110949,United States of America,,"DESIGN & MANUFACTURING, INC.","MOVIE FILM HANDLING AUTOMATION SYSTEMS FOR COMMERCIAL MOVIE THEATRES, POWDER COATING, OIL SKIMMING & FLOOR EQUIPMENT",3861,3599,3479,N/A,332710,MACHINE SHOPS,WWW.DESIGN-MFG.NET,-88.3553243,40.3110949,8d6db951-a255-4735-923b-c6e6af6d0364
-88.2011536,40.1353956,United States of America,,"CREATIVE THERMAL SOLUTIONS, INC.",HVAC & REFRIGERATION PROTOTYPE COMPONENTS & SYSTEMS & COMMERCIAL RESEARCH ENGINEERING SERVICES FOR THE AIR-CONDITIONING,3543,N/A,N/A,N/A,332997,INDUSTRIAL PATTERN MANUFACTURING,WWW.CREATIVETHERMALSOLUTIONS.COM,-88.2011536,40.1353956,21152c78-1fe7-4b47-b334-55d22d7df32d
-88.2782724,40.1285329,United States of America,,"HARLAN & LASH MACHINING, INC.","CNC MACHINING, SHEET METAL FABRICATION",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.HLMACHINING.COM,-88.2782724,40.1285329,99ab17f5-3768-4076-8c32-a4573403e35f
-88.339511,40.3105504,United States of America,,VESUVIUS USA CORP.,SLIDING GATES,3446,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.VESUVIUS.COM,-88.339511,40.3105504,b02f2a11-6cf7-4f67-bf4c-1fb1844809bf
-88.2688365,40.1528493,United States of America,,WAGNER MACHINE CO.,PRECISION CNC MACHINE SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.WAGNER-MACHINE.COM,-88.2688365,40.1528493,455a7159-4afc-4fec-bf82-f86053707f49
-88.2695938,40.1529787,United States of America,,SILGAN WHITE CAP AMERICAS,CLOSURES & CAPS,3089,N/A,N/A,N/A,332115,CROWN AND CLOSURE MANUFACTURING,WWW.SILGANCLOSURES.COM,-88.2695938,40.1529787,05b343a1-ae1a-4398-8e02-38a146e5943c
-88.5210015,42.1061448,United States of America,,"ELECTRO-MAX, INC.",ELECTROPOLISHING PASSIVATION,3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.ELECTROMAX-INC.COM,-88.5210015,42.1061448,3a606aee-02ca-4548-a85a-bc7143ec04f3
-88.6926291,42.0889489,United States of America,,"FRANKLIN SCREW PRODUCTS, INC.",PLASTIC & METAL MACHINED PRODUCTS,3451,3089,N/A,N/A,332710,MACHINE SHOPS,WWW.FRANKLINSCREW.COM,-88.6926291,42.0889489,7c53e032-c116-4993-8f7e-1c161cc69036
-88.7297166,41.9324602,United States of America,,DEKALB FORGE CO.,COMPANY HEADQUARTERS & STEEL DROP FORGINGS,3462,N/A,N/A,N/A,332111,IRON AND STEEL FORGING,WWW.DEKALBFORGE.COM,-88.7297166,41.9324602,46def40d-f00c-4420-8e32-7db96d665fc0
-88.7435691,41.9288937,United States of America,,NEHRING ELECTRICAL WORKS CO.,COPPER & ALUMINUM WIRE & CABLE,3357,N/A,N/A,N/A,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,WWW.NEHRINGWIRE.COM,-88.7435691,41.9288937,07c5f3dc-6db7-4924-8323-e889f9c731cf
-89.0255949,42.372034,United States of America,,CURTIS METAL FINISHING CO.,METAL PLATING,3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.CURTISMETAL.COM,-89.0255949,42.372034,20a3e3f3-d59b-4e24-b142-5294f227b1d0
-89.0677343,42.252194,United States of America,,CUSTOM METAL PRODUCTS,METAL STAMPINGS,3469,N/A,N/A,N/A,332116,METAL STAMPING,WWW.ROCKFORDCO.COM,-89.0677343,42.252194,e75ed4a2-b81a-4fd4-9cc7-4f641766274c
-89.0210717,42.3782766,United States of America,,CINCINNATI AUTOMATION & TEST,AUTOMATIC ASSEMBLY & TEST MACHINERY,3549,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.CINAUTOTEST.COM,-89.0210717,42.3782766,23d0b973-add3-425c-b144-08a6b31f23eb
-89.0162211,42.37684,United States of America,,"DALEY DESIGN, INC.",AUTOMATIC ASSEMBLY & METAL REMOVAL MACHINERY EQUIPMENT,3544,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.DALEY-INC.COM,-89.0162211,42.37684,ea807526-6220-4c52-a5a3-1c15c5bce1ba
-89.0214825,42.2354394,United States of America,,"CIRCLE BORING & MACHINE CO., INC.",MACHINING & BORING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.CIRCLEBORING.COM,-89.0214825,42.2354394,940d1525-67c8-4e02-9038-d26dcb7197fa
-88.6175918,42.2523154,United States of America,,ARNOLD MAGNETIC TECHNOLOGIES,"MAGNETIC MATERIALS, COMPONENTS & PRECISION MAGNETIC ASSEMBLIES",3312,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.ARNOLDMAGNETICS.COM,-88.6175918,42.2523154,8dcf5eea-b664-4934-bfe5-3c40f4bc7ff6
-89.1031908,42.2814698,United States of America,,ARNTZEN CORP.,CORPORATE HEADQUARTERS & DIAMETER CASING PIPES,3317,N/A,N/A,N/A,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,WWW.ARNTZENROLLING.COM,-89.1031908,42.2814698,856cdea5-5485-4258-88bd-c202ebf12103
-89.0962491,42.2453198,United States of America,,"DASCO PRO, INC.","MECHANICAL HAND TOOLS, SQUARES, ANGLE FINDERS, FORGINGS & FIBERGLASS PRODUCTS",3423,3089,N/A,N/A,332212,HAND AND EDGE TOOL MANUFACTURING,WWW.DASCOPRO.COM,-89.0962491,42.2453198,88fa7775-436c-41b1-9304-b3f94ceb270a
-89.0730663,42.2013863,United States of America,,"BRYNOLF MFG., INC.","STEEL, ALUMINUM, COPPER, BRASS & SILICON BRONZE THREADED & NON-THREADED FASTENERS",3452,N/A,N/A,N/A,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",WWW.BRYNOLFMANUFACTURING.COM,-89.0730663,42.2013863,436432d4-942c-471c-9716-c5f6e2644a9c
-89.088984,42.2202429,United States of America,,"CLINKENBEARD & ASSOCS., INC.",INDUSTRIAL PATTERNS & TOOLS,3543,3544,N/A,N/A,332997,INDUSTRIAL PATTERN MANUFACTURING,WWW.CLINKENBEARD.COM,-89.088984,42.2202429,3357eb01-91a5-46b4-a7f0-afb35d2b67ca
-89.076674,42.2092321,United States of America,,"DB METAL FINISHING, LLC","BARREL, RACK, MECHANICAL COATING, ELECTROPLATING & E-COATING",3471,3479,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.DBMETALFINISHING.COM,-89.076674,42.2092321,82948b22-1fda-4afa-b07a-9d81054d81cd
-88.6093889,42.4172255,United States of America,,ATLAS MFG. LTD.,"CNC MACHINING JOB SHOP, INCLUDING LONG RUNS",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.ATLASMFGLTD.COM,-88.6093889,42.4172255,fb6395be-c29e-4bb3-bc1f-933d23a8881b
-89.0890468,42.2173944,United States of America,,DELTA POWER COMPANY,"ASSEMBLY OF HYDRAULIC CARTRIDGE VALVES, MANIFOLDS & POWER UNITS",3492,N/A,N/A,N/A,332912,FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,WWW.DELTA-POWER.COM,-89.0890468,42.2173944,b6639bc7-0d32-4717-887e-21be658c9f21
-89.0186642,42.2339785,United States of America,,B & B TOOL CO.,"CNC MILLING, TURNING, GRINDING, JIG BORING & PROTOTYPE MACHINING JOB SHOP",3544,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.BBTOOLCOMPANY.COM,-89.0186642,42.2339785,7f64149b-5e9d-400b-a56c-fbf293fdba4a
-89.0176739,42.2358134,United States of America,,"CALDWELL GROUP, INC., THE","MATERIAL HANDLING EQUIPMENT, INCLUDING LIFTING & SPREADER BEAMS, SHEET & COIL LIFTERS, TONGS, FORK TRUCK ATTACHMENTS",3499,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.CALDWELLINC.COM,-89.0176739,42.2358134,abb5e4fc-e50e-4622-809b-56b659c1290c
-89.1017951,42.2716241,United States of America,,"BARNES INTERNATIONAL, INC.","INDUSTRIAL COOLANT FILTRATION EQUIPMENT, INCLUDING COOLANT, MAGNETIC COOLANT & VACUUM FILTERS & CHIP CONVEYORS",3559,3589,N/A,N/A,332710,MACHINE SHOPS,WWW.BARNESINTL.COM,-89.1017951,42.2716241,b6213f40-d395-45e4-9677-f9f3b9f074f0
-89.0975438,42.2487043,United States of America,,"CORRIGAN MFG. CO., INC.",CORPORATE HEADQUARTERS & DEEP DRAWN HYDRAULIC OIL RESERVOIRS & DRAWN LIGHT HOUSINGS,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.CORRIGANMFG.COM,-89.0975438,42.2487043,19d41489-9a69-40fd-aa49-2a6a81ce2702
-89.1084701,42.225862,United States of America,,"ALPHA CNC, INC.",CNC MACHINING JOB SHOP,3544,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.ALPHACNC.COM,-89.1084701,42.225862,fbca9bda-04b7-434c-8329-8e37e5142717
-89.0691536,42.1953047,United States of America,,"BERGSTROM, INC.","CORPORATE HEADQUARTERS & INDUSTRIAL MACHINE VENTILATION & AIR CONDITIONING EQUIPMENT, METAL PARTS & ASSEMBLIES",3714,3585,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.BERGSTROMINC.COM,-89.0691536,42.1953047,da409133-10e1-4b77-b6db-13959eda1265
-89.0497815,42.4702162,United States of America,,AMERICAN EXTRUSION INTERNATIONAL,TURNKEY SNACK & CEREAL EXTRUSION SYSTEMS,3556,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.AMERICANEXTRUSION.COM,-89.0497815,42.4702162,bcecbfaa-857e-4f3e-9332-61e056a9bc19
-89.0873164,42.2213473,United States of America,,AMERICAN QUALITY MFG.,PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.AQMONLINE.COM,-89.0873164,42.2213473,f5156ad5-b090-44f8-b4a8-c21d67b26495
-88.6999795,41.992139,United States of America,,"THOMPSON INDUSTRIES, INC.","CNC TURNING & MILLING, WELDING & PACKAGING",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.THOMPSONCNC.COM,-88.6999795,41.992139,4488b915-6b12-4c38-955a-f8ca8ddd4388
-89.09958,42.2881502,United States of America,,A-AMERICAN MACHINE & ASSEMBLY CO.,MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.A-AMERICANCOMPANIES.COM,-89.09958,42.2881502,3e3c4e69-cf14-4f4d-b8af-169d73f502b2
-89.0084267,42.2238731,United States of America,,"ACTION TOOL & MFG., INC.","TOOL & DIE, MACHINING, CONTRACT METAL STAMPING & EDM JOB SHOP",3544,3599,3469,N/A,332710,MACHINE SHOPS,WWW.ACTIONTOOL.COM,-89.0084267,42.2238731,8afcca05-fda6-43c4-81cd-db38791c43bb
-88.6890031,42.0992523,United States of America,,"SYCAMORE PRECISION MACHINE, INC.","PRECISION HORIZONTAL, VERTICAL & MULTIPLE PALLET MILLING & LATHE MACHINING, POWDER COATING, VIBRA SEALING",3599,3491,3479,N/A,332710,MACHINE SHOPS,WWW.SYCAMOREPRECISION.COM,-88.6890031,42.0992523,16ef6b2a-629a-48c8-b5b9-3a4f54511ee2
-89.0816053,42.298376,United States of America,,ADVANCED MACHINE & ENGINEERING CO.,MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.AME.COM,-89.0816053,42.298376,d67e8d96-b1d5-4242-b476-9386250faf6b
-88.7764381,42.156876,United States of America,,U.S. CHROME CORP. OF ILLINOIS,HARD CHROME PLATING,3471,3479,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.USCHROME.COM,-88.7764381,42.156876,1940c6a7-6068-49c0-b7b3-aaaa420c15e8
-89.0901045,42.211017,United States of America,,"KENNAMETAL, INC.","METAL CUTTING TOOLS, COUNTER BORES, CORE & INDEXABLE DRILLS & REAMERS",3541,N/A,N/A,N/A,332212,HAND AND EDGE TOOL MANUFACTURING,WWW.KENNAMETAL.COM,-89.0901045,42.211017,54ab4d5e-185c-4696-bba9-9a760b960720
-89.0144503,42.4577551,United States of America,,"MAKERITE MFG. CO., INC.","PRECISION SCREW MACHINE, AEROSPACE COMPONENTS, GEAR BLANKS & CNC MACHINING JOB SHOP",3451,3728,3599,N/A,332710,MACHINE SHOPS,WWW.MAKERITE.COM,-89.0144503,42.4577551,0a1ec5e4-0beb-4919-9a0a-a227ce90fb7a
-89.1014624,42.2556411,United States of America,,MILLER ENGINEERING CO.,SHEET METAL FABRICATION,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.MECOGROUP.COM,-89.1014624,42.2556411,7d7fb1ac-a624-4fb1-901a-60e63e7e5bb5
-88.9912514,42.4572115,United States of America,,PACIFIC BEARING CO.,"LINEAR ACTUATORS, SELF-LUBRICATING LINEAR, BALL & POLYMER BEARINGS, LINEAR GUIDES, MODULAR & DRAWER SLIDES",3562,N/A,N/A,N/A,332991,BALL AND ROLLER BEARING MANUFACTURING,WWW.PACIFIC-BEARING.COM,-88.9912514,42.4572115,3988a31f-bdd5-4675-aeef-2f5cc39296a7
-89.0535976,42.3031681,United States of America,,MODERN METAL PRODUCTS CO.,"METAL STAMPINGS, ASSEMBLIES & FINISHING",3469,3471,N/A,N/A,332116,METAL STAMPING,WWW.MODERNMETAL.NET,-89.0535976,42.3031681,12184843-0518-4431-b2bf-87bdd567472b
-89.0705034,42.335346,United States of America,,"MARTIN AUTOMATIC, INC.","WEB HANDLING EQUIPMENT & PACKAGING, LABEL & NONWOVEN FILM CONVERTING MACHINERY FOR THE PRINTING, PACKAGING & CONVERTING",3555,3565,3554,3559,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.MARTINAUTOMATIC.COM,-89.0705034,42.335346,81734b76-eb72-4f34-bece-2ec008154075
-89.0654725,42.4770528,United States of America,,"PAPERCHINE, INC.","REBUILT PAPERMILL EQUIPMENT, PARTS, SERVICE & REPAIR",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.PAPERCHINE.COM,-89.0654725,42.4770528,b82f8b64-3302-45f9-af46-2215351a579f
-89.0752861,42.2147502,United States of America,,KOMAX SYSTEMS,CUSTOM AUTOMATED MACHINES,3559,3569,N/A,N/A,332710,MACHINE SHOPS,WWW.KOMAXGROUP.COM,-89.0752861,42.2147502,7df3c91f-229e-4eec-bcf8-f9afb4cacb78
-89.0756111,42.2092371,United States of America,,PEARSON FASTENER CORP.,"SCREWS, BOLTS, RIVETS & COLD-HEADED PRODUCTS",3452,N/A,N/A,N/A,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",WWW.PEARSONFASTENER.COM,-89.0756111,42.2092371,8978efca-7a59-41b7-af6f-fd27baef4294
-89.0858554,42.2981149,United States of America,,"PENTAIR RESIDENTIAL FILTRATION, LLC","WATER TREATMENT VALVES, CONTROLS & FLOW MEASUREMENT DEVICES",3494,N/A,N/A,N/A,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,WWW.GEWATER.COM,-89.0858554,42.2981149,da504d8b-4237-419c-b320-aa44d18b5a97
-89.0457079,42.3264693,United States of America,,"L M SHEET METAL, INC.",SHEET METAL FABRICATION & HVAC CONTRACTING,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.LMSHEETMETALINC.COM,-89.0457079,42.3264693,2873953c-8449-47e9-87ce-a3b25fa27ebe
-89.0580298,42.2393084,United States of America,,"L S P INDUSTRIES, INC.",CORPORATE HEADQUARTERS & LUBRICATION EQUIPMENT,3569,N/A,N/A,N/A,332212,HAND AND EDGE TOOL MANUFACTURING,WWW.LSPIND.COM,-89.0580298,42.2393084,a0131b94-c038-438c-ac9e-10943c38796e
-89.0118874,42.337945,United States of America,,"LAMCAM, INC.",MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.LAMCAM.COM,-89.0118874,42.337945,9ca356f7-83c7-4e3f-b87b-b548e56fea13
-89.0377603,42.324181,United States of America,,LARSON SHEET METAL,SHEET METAL & STEEL FABRICATION,3444,3312,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.LARSONSHEETMETAL.COM,-89.0377603,42.324181,b151394d-4fa0-4cd7-b284-60d8de7b7677
-88.5499039,42.2328052,United States of America,,"NEW DIMENSIONS PRECISION MACHINING, INC.",HYDRAULIC MANIFOLDS & MACHINING JOB SHOP,3714,3498,3599,N/A,332710,MACHINE SHOPS,WWW.NEWDIMS.COM,-88.5499039,42.2328052,5c591e76-376d-421f-b4ef-20c209dbd3bf
-89.0259448,42.3293501,United States of America,,NORTH AMERICAN FABRICATION CO.,SCREW MACHINE PARTS,3451,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.NAFCOBIZ.COM,-89.0259448,42.3293501,2e078140-30fb-437a-ae8c-e7463359240b
-89.037693,42.3214631,United States of America,,"JEFCO SCREW MACHINE PRODUCTS, INC.",SCREW MACHINE PRODUCTS,3451,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.JEFCO-NET.COM,-89.037693,42.3214631,e4196d9c-18f8-4ad2-84f6-568e2247dd10
-89.0683262,42.247633,United States of America,,MID-STATES SCREW CORP.,SCREWS & FASTENERS,3452,N/A,N/A,N/A,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",WWW.MIDSTATESSCREW.COM,-89.0683262,42.247633,23e58724-03aa-43c4-bd4f-ee0a9bf237d7
-89.0046268,42.2228658,United States of America,,KADON PRECISION MACHINING,SCREW MACHINE PRODUCTS,3451,N/A,N/A,N/A,332721,PRECISION TURNED PRODUCT MANUFACTURING,WWW.KADONPRECISION.COM,-89.0046268,42.2228658,e833f0ee-d11b-4428-b9eb-90923fd1e348
-89.0322995,42.3728098,United States of America,,"H & M MACHINING, INC.","PROTOTYPE, SINGLE SOURCING & PRODUCTION MACHINING JOB SHOP",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.HMMACHINING.COM,-89.0322995,42.3728098,1d3d75b6-1600-4f13-9c68-7e9c4938a2d3
-89.1015636,42.288153,United States of America,,"E-Z MACHINE, INC.",SCREW MACHINE PRODUCTS,3451,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.EZMACHINEINC.COM,-89.1015636,42.288153,8124c603-2582-49f2-846c-dbcd258fdf57
-89.0818756,42.240838,United States of America,,"FORGINGS & STAMPINGS, INC.",CORPORATE HEADQUARTERS & STEEL FORGINGS,3462,N/A,N/A,N/A,332111,IRON AND STEEL FORGING,WWW.FORGINGSANDSTAMPINGS.COM,-89.0818756,42.240838,b227fcf1-dadf-499c-80c0-81e0efcaecf9
-89.0772623,42.1019455,United States of America,,FORM RELIEF TOOL CO.,METAL CUTTING TOOLS,3423,3541,N/A,N/A,332212,HAND AND EDGE TOOL MANUFACTURING,WWW.FORMRELIEF.COM,-89.0772623,42.1019455,0cc142ab-de9f-440f-8013-d5cf5b2cbe04
-89.0335333,42.3784648,United States of America,,"ELECTROFORM CO., INC.",CORPORATE HEADQUARTERS & PLASTIC INJECTION MOLDS & COMPONENTS & PRODUCTION & PROTOTYPE TOOLING,3544,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.INJECTIONMOLDMAKING.COM,-89.0335333,42.3784648,4b578bd1-e48b-43aa-a3df-48be6746e2e0
-88.9283843,42.2389166,United States of America,,FPM/IPSEN HEAT TREATING,METAL HEAT TREATING,3398,N/A,N/A,N/A,332811,METAL HEAT TREATING,WWW.FPMHEATTREATING.COM,-88.9283843,42.2389166,bb910986-47ca-4987-a92d-e19ef101385e
-89.0899918,42.2155122,United States of America,,"FREEWAY ROCKFORD, INC.",STEEL FLAT & CONICAL WASHERS,3452,N/A,N/A,N/A,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",WWW.FREEWAYCORP.COM,-89.0899918,42.2155122,88143cf5-c3e0-49bf-b7bd-a7e55a14125b
-89.0594273,42.2422456,United States of America,,ITW D C PRODUCTS,INDUSTRIAL WASHERS & METAL STAMPINGS,3452,3469,N/A,N/A,332116,METAL STAMPING,WWW.ITWSHAKEPROOF.COM,-89.0594273,42.2422456,51235779-8b21-40c7-8961-2f716c84297c
